veNOG	ENOG411CRA2	70	45	Z	Pleckstrin homology-like domain family B member
veNOG	ENOG411CRA3	47	47	T	MyoD family inhibitor
veNOG	ENOG411CRA4	18	18	K	Zinc finger protein 790
veNOG	ENOG411CRA5	11	9	O	Ubiquitin-like 7 (Bone marrow stromal cell-derived)
veNOG	ENOG411CRA6	13	13	W	tectorin alpha
veNOG	ENOG411CRA7	47	46	S	Ras homolog enriched in brain
veNOG	ENOG411CRA8	61	43	S	Keratin 18
veNOG	ENOG411CRA9	17	13	TZ	Cysteine and glycine-rich protein
veNOG	ENOG411DEUC	5	5	U	NA
veNOG	ENOG411D9V3	2	2	T	G_gamma
veNOG	ENOG411D9V2	3	3	S	NA
veNOG	ENOG411D9V1	2	2	S	NA
veNOG	ENOG411D9V0	5	5	S	Chromosome 17 open reading frame
veNOG	ENOG411D9V7	2	2	S	Collagen triple helix repeat (20 copies)
veNOG	ENOG411D9V6	3	2	S	Class II histocompatibility antigen, alpha domain
veNOG	ENOG411D9V5	2	2	S	Inherit from KOG: fibrinogen
veNOG	ENOG411D9V4	2	2	S	Inherit from KOG: cysteine-rich secretory protein
veNOG	ENOG411D9V9	3	3	S	NA
veNOG	ENOG411D9V8	2	2	S	NA
veNOG	ENOG411D9VC	2	2	S	NA
veNOG	ENOG411D9VB	2	2	T	Inherit from KOG: serine threonine-protein kinase
veNOG	ENOG411D9VA	2	2	S	NA
veNOG	ENOG411D9VG	3	3	S	NA
veNOG	ENOG411D9VF	2	2	S	NA
veNOG	ENOG411D9VE	5	5	S	SPG20 opposite strand
veNOG	ENOG411D9VK	3	3	S	NA
veNOG	ENOG411D9VJ	2	2	S	NA
veNOG	ENOG411D9VI	2	2	S	NA
veNOG	ENOG411D9VH	3	2	S	NA
veNOG	ENOG411D9VN	2	2	S	NA
veNOG	ENOG411D9VM	2	2	T	Inherit from KOG: Calcium binding protein
veNOG	ENOG411D9VS	2	2	S	Inherit from KOG: lysine (K)-specific demethylase
veNOG	ENOG411D9VR	2	2	S	NA
veNOG	ENOG411D9VQ	3	3	S	NA
veNOG	ENOG411D9VP	2	2	S	NA
veNOG	ENOG411D9VW	2	1	S	NA
veNOG	ENOG411D9VV	2	2	S	NA
veNOG	ENOG411D9VU	2	2	K	KRAB
veNOG	ENOG411D9VT	2	2	S	NA
veNOG	ENOG411D9VZ	3	3	S	NA
veNOG	ENOG411D9VY	2	2	S	NA
veNOG	ENOG411D9VX	3	3	S	NA
veNOG	ENOG411CWV8	49	49	I	acyl-CoA dehydrogenase, long chain
veNOG	ENOG411CWV9	42	42	O	U-box domain containing 5
veNOG	ENOG411CWV4	28	28	T	Apolipoprotein B receptor
veNOG	ENOG411CWV5	51	49	S	SPRY domain containing 7
veNOG	ENOG411CWV6	51	50	L	Thyroid hormone receptor interactor 13
veNOG	ENOG411CWV7	102	51	U	Perilipin
veNOG	ENOG411CWV0	30	30	K	Transcription elongation regulator 1-like
veNOG	ENOG411CWV1	10	10	P	chloride intracellular channel 3
veNOG	ENOG411CWV2	41	40	S	Chromosome 3 open reading frame 70
veNOG	ENOG411CWV3	50	50	C	solute carrier family 25 member 46
veNOG	ENOG411CWVM	50	50	P	ATPase, Na K transporting, beta 4 polypeptide
veNOG	ENOG411CWVN	11	11	K	RNA polymerase II elongation factor
veNOG	ENOG411CWVH	48	47	F	Deoxythymidylate kinase (Thymidylate kinase)
veNOG	ENOG411CWVI	45	42	G	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
veNOG	ENOG411CWVJ	23	22	A	serine arginine repetitive matrix 3
veNOG	ENOG411CWVK	50	48	G	fucokinase
veNOG	ENOG411CWVD	84	49	T	Adenosine A1 receptor
veNOG	ENOG411CWVE	46	45	I	Alpha-methyl-acyl-CoA racemase
veNOG	ENOG411CWVF	27	27	S	BCL2-like 12 (proline rich)
veNOG	ENOG411CWVG	46	43	Z	spectrin repeat containing, nuclear envelope 2
veNOG	ENOG411CWVA	47	47	K	polymerase (RNA) II (DNA directed) polypeptide H
veNOG	ENOG411CWVB	49	45	S	Chromosome 5 open reading frame 24
veNOG	ENOG411CWVC	50	50	A	Cancer susceptibility candidate 3
veNOG	ENOG411CWVX	13	13	P	Rieske [2Fe-2S] domain
veNOG	ENOG411CWVY	30	18	T	Olfactory receptor
veNOG	ENOG411CWVZ	53	51	O	GM2 ganglioside activator
veNOG	ENOG411CWVT	37	37	K	Elongation factor RNA polymerase II-like 3
veNOG	ENOG411CWVU	51	50	B	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD H box 1
veNOG	ENOG411CWVV	50	49	A	KIN, antigenic determinant of recA protein homolog (Mouse)
veNOG	ENOG411CWVW	12	12	O	Ring finger protein
veNOG	ENOG411CWVP	47	47	U	transmembrane channel-like 3
veNOG	ENOG411CWVQ	67	49	S	Ecto-NOX disulfide-thiol exchanger
veNOG	ENOG411CWVR	29	29	K	Paternally expressed 3
veNOG	ENOG411CWVS	51	51	S	Zinc finger protein 704
veNOG	ENOG411DAVX	2	2	W	Inherit from biNOG: EMI domain containing
veNOG	ENOG411D67A	3	3	T	ribosomal protein S6 kinase, 70kDa, polypeptide 1
veNOG	ENOG411D67Z	2	2	K	Zinc finger, C2H2 type
veNOG	ENOG411D67X	2	2	T	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
veNOG	ENOG411CUY5	73	49	Z	ARP1 actin-related protein 1 homolog
veNOG	ENOG411D67P	2	2	T	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma
veNOG	ENOG411DE58	2	2	K	Inherit from opiNOG: Highly divergent homeobox
veNOG	ENOG411DE59	2	2	T	serine threonine-protein kinase WNK3-like
veNOG	ENOG411D25A	39	35	S	Neugrin, neurite outgrowth associated
veNOG	ENOG411DE52	2	2	K	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
veNOG	ENOG411DE53	2	2	OP	Inherit from biNOG: Carboxypeptidase Q
veNOG	ENOG411DE54	2	2	I	apolipoprotein B (including Ag(x) antigen)
veNOG	ENOG411DE55	2	2	I	lysosomal acid lipase cholesteryl ester hydrolase-like
veNOG	ENOG411CU31	82	49	K	Neuronal PAS domain protein
veNOG	ENOG411CU30	68	48	T	crumbs homolog 2 (Drosophila)
veNOG	ENOG411CU33	36	35	S	chromosome 3 open reading frame 20
veNOG	ENOG411CU32	44	44	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
veNOG	ENOG411CU35	37	36	P	Solute carrier family 39 (Zinc transporter), member 2
veNOG	ENOG411CU34	50	50	S	trafficking protein particle complex 12
veNOG	ENOG411CU36	46	46	G	Solute carrier family 35, member B2
veNOG	ENOG411CU3Q	10	10	I	STARD3 N-terminal like
veNOG	ENOG411CU3P	101	51	F	5'-nucleotidase domain containing
veNOG	ENOG411CU3S	46	41	I	Phosphatidic acid phosphatase type 2B
veNOG	ENOG411CU3U	23	23	S	chromosome 17 open reading frame 74
veNOG	ENOG411CU3T	32	24	TU	Synaptotagmin
veNOG	ENOG411CU3W	48	48	T	Fibroblast growth factor 1
veNOG	ENOG411CU3V	44	44	S	chromosome 17 open reading frame 53
veNOG	ENOG411CU3Y	44	30	T	Natural cytotoxicity triggering receptor 1
veNOG	ENOG411CU3X	49	45	S	prominin 2
veNOG	ENOG411CU3A	10	10	S	tetratricopeptide repeat domain 33
veNOG	ENOG411CU3C	16	16	K	oligodendrocyte transcription factor 1
veNOG	ENOG411CU3B	20	19	G	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)
veNOG	ENOG411CU3E	48	47	T	Protein kinase, membrane associated tyrosine threonine 1
veNOG	ENOG411CU3D	49	45	S	Lysine (K)-specific demethylase 6A
veNOG	ENOG411CU3G	40	40	S	chromosome 1 open reading frame 177
veNOG	ENOG411CU3F	190	51	T	protein tyrosine phosphatase receptor type
veNOG	ENOG411CU3I	48	48	Z	Leucine zipper protein 1
veNOG	ENOG411CU3H	50	44	O	ubiquitin-conjugating enzyme E2C
veNOG	ENOG411CU3K	49	49	T	Kelch-like 6 (Drosophila)
veNOG	ENOG411CU3J	46	46	L	nudix (nucleoside diphosphate linked moiety X)-type motif 6
veNOG	ENOG411CU3M	50	48	U	exocyst complex component 7
veNOG	ENOG411CU3N	50	50	O	ADAM metallopeptidase domain 23
veNOG	ENOG411DE5V	2	2	T	Inherit from KOG: Protein tyrosine phosphatase
veNOG	ENOG411DE5U	3	3	K	Inherit from opiNOG: nuclear receptor corepressor
veNOG	ENOG411DE5N	2	2	T	Inherit from KOG: receptor
veNOG	ENOG411DE5D	2	2	H	Flavin containing amine oxidoreductase
veNOG	ENOG411DD6Y	6	6	L	endonuclease exonuclease phosphatase family domain containing 1
veNOG	ENOG411DD6R	4	4	D	SH3-domain GRB2-like (endophilin) interacting protein 1
veNOG	ENOG411DD6Q	3	3	Z	proline-serine-threonine phosphatase interacting protein 1
veNOG	ENOG411DD6V	13	13	B	Chromobox homolog 1
veNOG	ENOG411DD6T	6	6	D	proline-serine-threonine phosphatase interacting protein 2
veNOG	ENOG411DD6U	3	3	S	RNA binding motif protein 26
veNOG	ENOG411DD6J	3	3	S	NA
veNOG	ENOG411DD6K	3	3	Z	erythrocyte membrane protein band 4.1
veNOG	ENOG411DD6H	9	9	B	ataxin 7-like 2
veNOG	ENOG411DD6N	3	3	G	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
veNOG	ENOG411DD6M	99	51	T	Protein tyrosine phosphatase, non-receptor type
veNOG	ENOG411DD6B	4	4	A	SR-related CTD-associated factor 4
veNOG	ENOG411DD6A	18	16	C	Pyruvate carboxylase
veNOG	ENOG411DD6F	2	2	S	TM2 domain containing 3
veNOG	ENOG411DD6D	2	2	W	Pregnancy-associated plasma protein-A
veNOG	ENOG411DD6E	5	5	S	Solute carrier family 35, member F4
veNOG	ENOG411CUYH	50	50	S	Coiled-coil domain containing 104
veNOG	ENOG411DD69	2	2	F	ATP-sulfurylase
veNOG	ENOG411DD60	5	5	B	PHD finger protein 2
veNOG	ENOG411D672	3	3	T	CDC-like kinase 2
veNOG	ENOG411D671	2	2	T	7 transmembrane receptor (rhodopsin family)
veNOG	ENOG411D6TC	3	3	P	Solute carrier family 4, anion exchanger, member 2 (Erythrocyte membrane protein band 3-like 1)
veNOG	ENOG411D6TA	3	3	T	Engulfment and cell motility
veNOG	ENOG411D6TF	4	4	S	zinc finger CCCH-type, antiviral 1
veNOG	ENOG411D6TG	4	4	Q	Cytochrome P450, family 3, subfamily A, polypeptide 43
veNOG	ENOG411D6TD	5	5	I	Solute carrier family 27 fatty acid transporter member 6
veNOG	ENOG411D6TE	3	2	T	Olfactory receptor
veNOG	ENOG411D6TJ	2	2	A	LRR
veNOG	ENOG411D6TK	7	7	S	interleukin 36, beta
veNOG	ENOG411D6TH	2	2	U	Cadherin cytoplasmic region
veNOG	ENOG411D6TP	2	2	T	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
veNOG	ENOG411D6TV	2	2	T	ribosomal protein S6 kinase, 90kDa, polypeptide 2
veNOG	ENOG411D6TW	2	2	K	KRAB
veNOG	ENOG411D6TU	2	2	S	Apolipoprotein L
veNOG	ENOG411D6TZ	3	3	T	glycine receptor, alpha 3
veNOG	ENOG411D6TY	3	3	O	Trypsin
veNOG	ENOG411D6T3	2	2	S	ZnF_C2H2
veNOG	ENOG411D6T0	5	5	O	ring finger protein 167
veNOG	ENOG411D6T5	3	3	C	Aldo/keto reductase family
veNOG	ENOG411D37Z	3	3	T	Inherit from chorNOG: Mammalian taste receptor protein (TAS2R)
veNOG	ENOG411D3TG	5	5	T	FGF
veNOG	ENOG411D3TF	25	25	S	NA
veNOG	ENOG411D3TE	9	4	S	NA
veNOG	ENOG411D3TD	59	43	S	chromosome 19 open reading frame 12
veNOG	ENOG411D3TC	24	20	S	NA
veNOG	ENOG411D3TB	4	4	K	LIM domain
veNOG	ENOG411D3TA	5	5	S	NA
veNOG	ENOG411D3TN	24	24	T	T cell receptor alpha constant
veNOG	ENOG411D3TM	37	34	B	Centromere protein A
veNOG	ENOG411D3TK	5	4	O	PA domain
veNOG	ENOG411D3TJ	45	42	S	chromosome 15 open reading frame 40
veNOG	ENOG411D3TI	6	6	J	Telomere recombination
veNOG	ENOG411D3TH	47	45	A	Small nuclear ribonucleoprotein D1 polypeptide 16kDa
veNOG	ENOG411D3TW	54	47	T	oncomodulin 2
veNOG	ENOG411D3TV	47	47	K	Basic leucine zipper transcription factor, ATF-like
veNOG	ENOG411D3TU	7	7	K	Homeobox domain
veNOG	ENOG411D3TT	41	41	S	presenilin enhancer 2 homolog (C. elegans)
veNOG	ENOG411D3TS	6	6	S	Transforming growth factor beta like domain
veNOG	ENOG411D3TR	23	23	S	IQ motif containing F6
veNOG	ENOG411D3TQ	29	16	S	IGv
veNOG	ENOG411D3TP	4	4	S	NA
veNOG	ENOG411D3TZ	26	25	S	CDGSH iron sulfur domain 3
veNOG	ENOG411D3TY	46	43	V	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
veNOG	ENOG411D3TX	5	4	S	NA
veNOG	ENOG411D3T7	29	29	K	transcription elongation factor A (SII)-like 1
veNOG	ENOG411D3T6	4	4	T	RGS
veNOG	ENOG411D3T5	5	3	S	MHC_II_beta
veNOG	ENOG411D3T4	46	45	A	LSM10, U7 small nuclear RNA associated
veNOG	ENOG411D3T3	39	39	U	Tumor suppressor candidate 5
veNOG	ENOG411D3T2	5	5	S	NA
veNOG	ENOG411D3T1	4	4	Z	Inherit from KOG: spectrin repeat containing, nuclear envelope
veNOG	ENOG411D3T0	70	48	P	cutA divalent cation tolerance homolog (E. coli)
veNOG	ENOG411D3T9	13	13	S	IQ motif containing F3
veNOG	ENOG411D3T8	44	44	K	Mediator complex subunit 9
veNOG	ENOG411CQTA	54	48	K	homeobox B1
veNOG	ENOG411CQTB	132	50	C	adenylate cyclase
veNOG	ENOG411CQTC	50	49	P	acid-sensing (proton-gated) ion channel family member 4
veNOG	ENOG411CQTD	208	36	T	Olfactory receptor
veNOG	ENOG411CQTE	40	39	S	spermatogenesis associated 1
veNOG	ENOG411CQTG	123	51	P	Solute carrier family 28 (Sodium-coupled nucleoside transporter), member
veNOG	ENOG411CQTI	53	51	E	Aminoadipate aminotransferase
veNOG	ENOG411CQTJ	88	50	O	S. cerevisiae
veNOG	ENOG411CQTK	49	48	S	chromosome 17 open reading frame 85
veNOG	ENOG411CQTM	44	44	I	Diacylglycerol kinase, theta 110kDa
veNOG	ENOG411CQTN	47	47	K	Zinc finger and BTB domain containing 40
veNOG	ENOG411CQTP	100	51	O	ubiquitin- specific peptidase
veNOG	ENOG411CQTQ	38	36	T	G protein-coupled receptor 65
veNOG	ENOG411CQTR	49	49	K	Dorsal root ganglia homeobox
veNOG	ENOG411CQTS	41	41	K	BCL2-associated transcription factor 1
veNOG	ENOG411CQTT	16	16	TZ	Four and a half LIM domains 1
veNOG	ENOG411CQTU	40	40	S	family with sequence similarity 83, member A
veNOG	ENOG411CQTV	39	38	T	cyclic nucleotide binding domain containing 2
veNOG	ENOG411CQTX	24	24	T	Rho guanine nucleotide exchange factor (GEF) 1
veNOG	ENOG411CQT0	46	40	O	Apolipoprotein M
veNOG	ENOG411CQT1	133	51	G	Spinster homolog
veNOG	ENOG411CQT2	50	49	T	centrin, EF-hand protein, 3
veNOG	ENOG411CQT3	42	35	T	Leukotriene B4 receptor
veNOG	ENOG411CQT4	96	51	M	glutamine-fructose-6-phosphate transaminase
veNOG	ENOG411CQT5	40	40	TW	leucine rich repeat containing 3
veNOG	ENOG411CQT6	46	44	S	Glioma tumor suppressor candidate region gene 2
veNOG	ENOG411CQT7	93	51	H	Methylenetetrahydrofolate dehydrogenase (NADP dependent)
veNOG	ENOG411CQT8	39	39	L	RAD51 homolog B (S. cerevisiae)
veNOG	ENOG411CQT9	51	51	C	dehydrogenase E1 and transketolase domain containing 1
veNOG	ENOG411D49X	5	5	P	Inherit from KOG: ATPase, class
veNOG	ENOG411D045	43	41	T	inhibin, beta C
veNOG	ENOG411D043	47	47	S	Family with sequence similarity 190, member B
veNOG	ENOG411D04A	17	17	S	chromosome 11 open reading frame 48
veNOG	ENOG411D04M	49	49	L	replication factor C (activator 1) 5, 36.5kDa
veNOG	ENOG411D04I	48	48	L	RAD52 homolog (S. cerevisiae)
veNOG	ENOG411D04S	36	36	P	Bartter syndrome, infantile, with sensorineural deafness (Barttin)
veNOG	ENOG411D37F	45	43	S	chromosome 12 open reading frame 57
